0,7381.96,0,0,17.0898
1,5588.71,3437.7,861.486,1093.45
2,4799.93,2174.24,840.026,564.837
3,4090.62,1462.77,638.904,442.509
4,3779.07,832.152,409.948,314.601
5,3517.59,511.981,347.39,233.354
6,3308.26,365.093,268.622,167.843
7,3029.11,448.95,243.969,132.596
8,2893.46,259.025,187.828,123.293
9,2784.07,168.149,150.451,107.66
10,2678.05,99.0513,131.859,119.096
11,2587.16,78.7311,91.0221,128.494
12,2532.72,55.6582,79.1542,90.4386
13,2490.13,30.3007,55.1915,78.3866
14,2424.33,30.3934,71.1708,80.45
15,2373.27,21.3624,76.4895,63.2586
16,2336.16,21.09,55.2884,58.469
17,2280.63,18.2042,70.7594,66.771
18,2247.91,14.5589,53.5691,52.6908
19,2209.12,24.5515,40.2511,51.8676
20,2183.99,18.2757,31.2707,42.0871
21,2155.91,19.2149,26.0758,42.3246
22,2120.53,18.3868,25.0606,51.7584
23,2094.72,26.153,17.9857,47.5957
24,2056.75,12.7896,30.8392,74.5569
25,2036.34,11.2608,23.7352,49.222
26,1979.58,67.0646,37.008,45.8413
27,1952.13,38.3,27.31,43.1124
28,1927.71,22.6445,28.3528,30.9991
29,1904.09,11.3452,33.2006,25.5283
30,1884.27,6.5026,24.397,32.123
31,1858.67,3.158,37.7632,26.7863
32,1835.62,13.3937,28.0502,30.8155
33,1817.71,7.54402,21.4121,30.5663
34,1797.26,4.75834,20.8215,36.6507
35,1775.43,3.19469,20.4839,40.2316
36,1759.09,7.08155,14.1154,32.3979
37,1742.24,3.47153,13.9958,31.9406
38,1725.46,3.84516,14.0803,28.2975
39,1712.42,2.83886,11.5717,28.4318
40,1700.75,5.03388,8.98853,23.3856
41,1687.42,2.89446,12.1582,22.5388
42,1678.73,4.68761,9.54451,15.2035
43,1663.53,2.22545,12.0749,25.0247
44,1653.6,2.42427,9.54737,18.3701
45,1641.82,2.74966,10.2299,21.6654
46,1631.49,1.141,12.6977,16.6568
47,1615.29,0.519363,10.7672,30.8921
48,1600.03,0.322013,8.59593,34.0023
49,1590.8,0.35407,12.5768,19.4155
50,1579.91,0.225636,17.2767,14.9219
51,1558.92,1.4462,30.1769,12.1351
52,1551.03,1.33977,21.991,9.56064
53,1541.5,2.17313,11.9654,15.4262
54,1531.07,0.838818,11.8183,19.0153
55,1523.54,0.640355,8.75377,17.7023
56,1518.53,0.85718,9.00971,10.9903
57,1511.25,0.637792,9.20313,10.9264
58,1492.4,0.851603,8.19027,33.8393
59,1485.64,0.388576,7.73434,21.9646
60,1470.68,0.957505,6.44537,30.4308
61,1464.15,2.56443,5.65262,18.5715
62,1450.45,1.99104,4.21208,32.7175
63,1437.51,0.791786,12.1693,23.2628
64,1430.91,0.86729,7.68362,16.8332
65,1421.85,6.97936,3.75521,17.2366
66,1415.23,3.76105,2.35956,17.8405
67,1409.02,3.61582,2.0772,14.4877
68,1402.12,1.83227,3.01821,15.8026
69,1396.9,0.860021,2.75792,12.5931
70,1387.74,2.69225,8.28249,10.8942
71,1383.63,1.5402,7.53628,7.8189
72,1377.99,0.643509,6.62859,7.76827
73,1371.36,1.06916,5.39666,10.9985
74,1367.28,0.498254,4.33325,8.65437
75,1362.95,1.29614,2.46117,9.33603
76,1348.21,0.546919,8.43738,26.0754
77,1341.26,0.604609,6.09086,18.8517
78,1328.32,0.553224,21.5402,16.3388
79,1315.15,1.98772,13.9428,18.1639
80,1311.25,1.67762,8.12605,10.7621
81,1304.51,1.6367,5.94954,11.9129
82,1296.25,1.66472,6.54948,14.6782
83,1290.18,1.58412,7.28507,11.1125
84,1285.14,3.20496,4.29102,11.3702
85,1277.34,3.34638,7.32111,10.2849
86,1270.44,7.88417,6.53094,8.43278
87,1267.93,3.57169,3.72456,5.75352
88,1263.18,1.68255,5.35684,6.98906
89,1255.94,0.739985,4.0233,10.8368
90,1249.57,0.312497,3.67078,13.6513
91,1243.05,0.139752,8.80762,9.94452
92,1239.14,0.0737402,5.12118,8.91247
93,1231.01,0.0289144,2.38644,18.8656
94,1226.4,0.0115819,3.50735,12.4569
95,1223.67,0.0805881,2.71596,8.06855
96,1218.5,0.418164,3.20257,8.57712
97,1215.15,0.209155,2.19342,8.13181
98,1207.1,0.535338,4.2522,11.1835
99,1201.81,0.221091,4.12515,12.0748
100,1197.52,0.325516,3.63545,10.164
101,1190.83,0.307717,4.59135,13.1122
102,1187.37,0.231723,3.83142,9.02651
103,1183.67,2.44246,2.65473,6.63341
104,1179.3,0.977518,2.23104,7.63954
105,1169.2,0.390534,5.79458,17.9063
106,1166.98,0.167314,3.03077,9.95616
107,1162.05,0.215113,3.73464,10.9884
108,1157.69,0.0781282,2.53455,10.6284
109,1155.11,0.0330604,3.65641,7.03713
110,1152.01,0.195688,3.00214,6.41982
111,1144.88,0.154852,8.34611,9.29785
112,1141.94,0.204998,5.60504,7.0611
113,1137.63,0.113116,2.76138,10.925
114,1132.94,0.0441858,3.12939,10.5358
115,1129.42,0.0183813,2.16522,8.65355
116,1127.75,0.0177082,1.27806,6.38649
117,1122.97,0.0324817,2.1927,9.34925
118,1117.57,3.51458,4.81357,6.97212
119,1113.48,1.58239,2.92444,8.56282
120,1110.74,0.636104,2.73936,6.86983
121,1107.4,0.321353,2.90377,7.27866
122,1104.47,0.213281,1.6128,8.08818
123,1102.86,0.277332,1.59526,5.48492
124,1099.43,0.12937,1.13796,7.29594
125,1096.69,0.0519076,2.46259,5.58024
126,1093.75,0.0508941,2.08667,6.67036
127,1091.21,0.359839,1.03554,7.26967
128,1089.31,0.259236,0.927678,5.55008
129,1086.47,0.455892,1.99565,5.20674
130,1084.41,0.208149,2.88768,3.5693
131,1080.38,0.540263,2.84347,5.81885
132,1078.25,0.220551,2.63269,4.65199
133,1076.46,1.38854,1.58426,3.47926
134,1073.87,0.543098,1.20952,5.2642
135,1071.72,0.259921,0.677238,5.25875
136,1070.06,0.1083,0.586331,4.41233
137,1068.16,0.0429023,1.18884,4.09341
138,1066.03,0.738866,0.741934,4.8338
139,1063.49,0.370708,1.0534,6.39457
140,1061.55,0.140189,1.68684,4.73001
141,1059.85,0.348471,2.29318,2.43006
142,1058.32,0.144648,2.02152,2.51488
143,1057.33,0.0574977,1.02349,2.6354
144,1054.84,0.177071,3.22798,2.57049
145,1053.94,0.100226,2.02259,2.09476
146,1052.45,0.15406,0.902984,3.39326
147,1050.73,0.0606841,0.994346,3.50801
148,1048.89,0.0243382,1.25392,3.58645
149,1047.37,0.00950079,1.65661,3.07405
150,1045.85,0.0810826,1.4132,3.66038
151,1044.11,0.0322188,1.12942,3.58698
152,1042.24,0.0127425,0.940726,4.55251
153,1041.57,0.0291095,0.62324,2.43949
154,1039.83,0.0129453,1.06929,3.18721
155,1037.34,0.00564493,0.814423,4.17096
156,1033.43,0.0021785,0.686399,10.6908
157,1031.44,0.271864,0.647789,7.43897
158,1030.05,0.113624,0.472174,4.88803
159,1028.97,0.116083,0.678686,3.49959
160,1026.54,0.136841,1.26666,4.59988
161,1023.2,0.0554388,1.53387,6.83634
162,1021.09,0.0225787,1.23363,5.40184
163,1015.5,0.679869,1.55428,9.08775
164,1013.92,0.285054,1.26027,5.63327
165,1012.73,0.120466,0.773309,3.94426
166,1011.46,0.0460659,1.19066,3.04323
167,1010.45,0.132089,1.03365,2.19295
168,1006.13,0.0556757,0.683509,11.3208
169,1004.81,0.0211501,0.87981,6.09073
170,1002.57,0.00787804,0.663296,6.73138
171,1001.85,0.0757887,0.530619,3.24706
172,1000.57,0.029911,0.530155,3.33043
173,999.896,0.0124688,0.791984,1.8962
174,998.327,0.0196019,0.378199,3.27978
175,996.683,0.0144716,1.25881,3.35521
176,994.242,0.00600609,3.22511,2.83809
177,991.993,0.00244336,1.34682,4.4633
178,990.03,0.000828286,1.20955,4.63425
179,988.812,0.000330596,1.95122,2.53529
180,987.539,0.00895129,1.17425,2.92432
181,986.343,0.00351205,0.863742,2.76216
182,985.341,0.0397006,0.661367,2.58245
183,984.36,0.0159436,0.368549,2.53251
184,983.397,0.00574948,0.775553,2.10596
185,980.859,0.033948,0.55538,4.88584
186,979.761,0.015174,0.832543,3.56356
187,978.835,0.00610817,0.567409,2.75045
188,977.675,0.00242954,1.03659,2.42733
189,977.08,0.000997367,0.510491,2.03976
190,976.126,0.000386124,0.433065,2.375
191,975.013,0.000150494,0.529874,2.49467
192,974.055,6.54764e-05,0.585353,2.7139
193,972.022,2.52133e-05,0.351292,5.16028
194,970.449,1.06379e-05,0.804863,4.45212
195,969.341,4.23169e-06,0.362908,3.57162
196,968.523,1.51262e-06,0.617972,2.38405
197,967.804,0.040832,0.9716,1.57106
198,966.848,0.167403,0.687534,1.81856
199,965.556,0.0657655,1.10768,1.95335
200,963.952,0.0275334,0.70397,2.98509
