0,9774.53
1,5327.91
2,4252.78
3,3783.38
4,3452.05
5,3254.84
6,3078.02
7,2957.63
8,2859.63
9,2792.73
10,2744.9
11,2694.59
12,2647.71
13,2597.59
14,2555.67
15,2519.25
16,2483.54
17,2441.62
18,2414.66
19,2393.65
20,2372.87
21,2342.49
22,2328.66
23,2313.77
24,2302.25
25,2291.96
26,2275.16
27,2261.99
28,2247.99
29,2236.46
30,2225.98
31,2214.89
32,2204.33
33,2196.66
34,2186.4
35,2177.13
36,2167.03
37,2158.1
38,2154.58
39,2146.69
40,2142
41,2135.7
42,2131.39
43,2122.23
44,2115.97
45,2112.43
46,2105.91
47,2101.43
48,2094.24
49,2091.15
50,2088.42
51,2085.15
52,2080.39
53,2076.73
54,2074.75
55,2068.35
56,2065.34
57,2060.7
58,2058.9
59,2056.98
60,2053.9
61,2046.19
62,2043.78
63,2035.61
64,2032.47
65,2031.18
66,2028.09
67,2024.81
68,2020.98
69,2018.07
70,2013.11
71,2010.43
72,2004.96
73,2002.74
74,1999.92
75,1994.86
76,1991.43
77,1986.49
78,1982.99
79,1980.74
80,1977.69
81,1974.53
82,1972.4
83,1968.64
84,1962.87
85,1957.81
86,1951.25
87,1949.4
88,1946.19
89,1941.8
90,1936.91
91,1931.94
92,1908.35
93,1858.37
94,1809.23
95,1767.95
96,1750.97
97,1730.07
98,1701.6
99,1684.48
100,1662.42
101,1640.06
102,1626.05
103,1616.62
104,1606.89
105,1585.01
106,1571.45
107,1558.73
108,1550.87
109,1535.64
110,1529.41
111,1524.08
112,1513.18
113,1508.44
114,1502.88
115,1495.19
116,1489.88
117,1484.54
118,1481.53
119,1477.83
120,1473.84
121,1470.79
122,1468.98
123,1466.65
124,1462.7
125,1461.66
126,1459.69
127,1454.72
128,1448.75
129,1445.25
130,1440.16
131,1436.83
132,1434.15
133,1431.94
134,1428.13
135,1424.67
136,1422.43
137,1412.17
138,1406.12
139,1400.26
140,1393.26
141,1388.62
142,1386.8
143,1382.4
144,1378.71
145,1375.28
146,1370.7
147,1369.2
148,1366.08
149,1363.63
150,1362.8
151,1360.57
152,1355.51
153,1353.16
154,1349.43
155,1345.93
156,1343.93
157,1342.72
158,1340.06
159,1337.64
160,1336.22
161,1328.55
162,1326.82
163,1325.48
164,1323.7
165,1322.01
166,1320.73
167,1318.91
168,1316.7
169,1315.58
170,1313.8
171,1312.73
172,1311.44
173,1310.48
174,1309.36
175,1307.17
176,1306.5
177,1300.56
178,1299.66
179,1297.76
180,1296.12
181,1294.04
182,1290.68
183,1287.18
184,1286.58
185,1283.19
186,1280.92
187,1278.9
188,1277.72
189,1275.51
190,1274.6
191,1274
192,1272.55
193,1271.97
194,1271.23
195,1270.51
196,1269.95
197,1268.52
198,1268.04
199,1267.14
200,1266.77
201,1266.61
202,1266.05
203,1265.97
204,1264.97
205,1264.78
206,1264.46
207,1264.2
208,1263.81
209,1262.93
210,1262.61
211,1261.97
212,1259.83
213,1259.19
214,1258.86
215,1257.14
216,1256.89
217,1256.29
218,1256.06
219,1255.15
220,1254.84
221,1254.64
222,1254.45
223,1254.12
224,1253.59
225,1253.11
226,1252.72
227,1251.82
228,1251.54
229,1250.14
230,1248.39
231,1247.24
232,1245.72
233,1244.21
234,1241.91
235,1240.49
236,1237.23
237,1236.41
238,1235.57
239,1235.14
240,1234.15
241,1233.74
242,1233.01
243,1232.34
244,1231.15
245,1230.39
246,1229.49
247,1228.83
248,1228.51
249,1227.25
250,1225.38
251,1224.88
252,1224.26
253,1223.04
254,1222.4
255,1221.75
256,1221.32
257,1220.81
258,1218.74
259,1217.9
260,1215.79
261,1215.04
262,1214.22
263,1213.69
264,1212.69
265,1211.79
266,1211.38
267,1210.77
268,1209.71
269,1209.43
270,1208.83
271,1206.81
272,1206.09
273,1205.71
274,1205.19
275,1204.88
276,1204.53
277,1203.85
278,1203.64
279,1203.33
280,1202.9
281,1202.51
282,1202.13
283,1201.79
284,1201.07
285,1200.26
286,1199.96
287,1199.12
288,1197.89
289,1197.5
290,1196.68
291,1195.77
292,1194.73
293,1194.03
294,1193.72
295,1193.25
296,1192.44
297,1191.64
298,1190.91
299,1190.25
300,1189.62
